,# AUTORIZACION,FECHA PROGRAMACIÓN DE SERVICIO,HORA PROGRAMACIÓN SERVICIO,DEPARTAMENTO
3789,6249063,2026-01-11,3:00:00,VALLE DEL CAUCA
3792,6249046,2026-01-11,2:00:00,ANTIOQUIA
3794,6249058,2026-01-11,2:00:00,CUNDINAMARCA
3795,6249064,2026-01-11,0:00:00,CUNDINAMARCA
3797,6249069,2026-01-11,0:00:00,ANTIOQUIA
3801,6249071,2026-01-11,0:15:00,CUNDINAMARCA
3805,6249077,2026-01-11,1:00:00,ANTIOQUIA
3806,6249078,2026-01-11,0:00:00,CUNDINAMARCA
3807,6249080,2026-01-11,3:00:00,CUNDINAMARCA
3808,6249081,2026-01-11,0:00:00,CUNDINAMARCA
3810,6249087,2026-01-11,1:30:00,CUNDINAMARCA
3811,6249086,2026-01-11,0:05:00,CUNDINAMARCA
3812,6249090,2026-01-11,1:30:00,CUNDINAMARCA
3814,6249092,2026-01-11,0:10:00,CUNDINAMARCA
3817,6249103,2026-01-11,1:30:00,ANTIOQUIA
3818,6249093,2026-01-11,2:00:00,ANTIOQUIA
3819,6249100,2026-01-11,1:00:00,VALLE DEL CAUCA
3820,6249102,2026-01-11,1:00:00,ANTIOQUIA
3821,6249108,2026-01-11,0:30:00,VALLE DEL CAUCA
3823,6249118,2026-01-11,2:00:00,ANTIOQUIA
3824,6249117,2026-01-11,2:00:00,CUNDINAMARCA
3826,6249116,2026-01-11,0:45:00,VALLE DEL CAUCA
3827,6249119,2026-01-11,1:00:00,VALLE DEL CAUCA
3829,6249122,2026-01-11,2:00:00,CUNDINAMARCA
3830,6249125,2026-01-11,2:00:00,VALLE DEL CAUCA
3832,6249129,2026-01-11,1:00:00,CUNDINAMARCA
3835,6249123,2026-01-11,1:00:00,CUNDINAMARCA
3836,6249126,2026-01-11,1:00:00,ANTIOQUIA
3838,6249131,2026-01-11,2:30:00,CUNDINAMARCA
3842,6249145,2026-01-11,0:30:00,CUNDINAMARCA
3843,6249138,2026-01-11,4:00:00,ANTIOQUIA
3845,6249141,2026-01-11,3:00:00,CUNDINAMARCA
3846,6249146,2026-01-11,1:15:00,CUNDINAMARCA
3848,6249147,2026-01-11,1:30:00,ANTIOQUIA
3852,6249154,2026-01-11,2:00:00,VALLE DEL CAUCA
3855,6249160,2026-01-11,2:00:00,CUNDINAMARCA
3856,6249159,2026-01-11,2:10:00,CUNDINAMARCA
3858,6249158,2026-01-11,2:00:00,CUNDINAMARCA
3860,6249161,2026-01-11,1:35:00,CUNDINAMARCA
3861,6249163,2026-01-11,1:30:00,VALLE DEL CAUCA
3862,6249162,2026-01-11,1:45:00,ANTIOQUIA
3863,6249165,2026-01-11,3:00:00,VALLE DEL CAUCA
3864,6249166,2026-01-11,2:00:00,ANTIOQUIA
3865,6249167,2026-01-11,2:00:00,ANTIOQUIA
3867,6249172,2026-01-11,1:00:00,ANTIOQUIA
3868,6249171,2026-01-11,3:50:00,ANTIOQUIA
3869,6249169,2026-01-11,2:00:00,ANTIOQUIA
3871,6249178,2026-01-11,1:45:00,ANTIOQUIA
3872,6249174,2026-01-11,1:15:00,CUNDINAMARCA
3873,6249180,2026-01-11,12:00:00,CUNDINAMARCA
3874,6249182,2026-01-11,1:50:00,CUNDINAMARCA
3875,6249184,2026-01-11,3:00:00,VALLE DEL CAUCA
3876,6249186,2026-01-11,3:20:00,ANTIOQUIA
3877,6249185,2026-01-11,2:30:00,ANTIOQUIA
3879,6249187,2026-01-11,2:15:00,VALLE DEL CAUCA
3880,6249192,2026-01-11,3:00:00,VALLE DEL CAUCA
3881,6249190,2026-01-11,5:00:00,CUNDINAMARCA
3882,6249193,2026-01-11,3:00:00,CUNDINAMARCA
3885,6249196,2026-01-11,3:00:00,ANTIOQUIA
3886,6249195,2026-01-11,3:00:00,CUNDINAMARCA
3888,6249197,2026-01-11,6:00:00,VALLE DEL CAUCA
3889,6249200,2026-01-11,3:00:00,CUNDINAMARCA
3890,6249199,2026-01-11,2:55:00,CUNDINAMARCA
3891,6249201,2026-01-11,3:15:00,ANTIOQUIA
3892,6249202,2026-01-11,3:00:00,CUNDINAMARCA
3896,6249207,2026-01-11,2:30:00,CUNDINAMARCA
3897,6249208,2026-01-11,3:45:00,CUNDINAMARCA
3900,6249212,2026-01-11,3:30:00,CUNDINAMARCA
3901,6249213,2026-01-11,4:00:00,VALLE DEL CAUCA
3904,6249220,2026-01-11,4:00:00,ANTIOQUIA
3905,6249219,2026-01-11,4:00:00,CUNDINAMARCA
3908,6249225,2026-01-11,4:00:00,VALLE DEL CAUCA
3909,6249217,2026-01-11,4:30:00,ANTIOQUIA
3912,6249230,2026-01-11,12:00:00,ANTIOQUIA
3917,6249238,2026-01-11,12:00:00,ANTIOQUIA
3919,6249244,2026-01-11,7:00:00,VALLE DEL CAUCA
3924,6249261,2026-01-11,18:00:00,ANTIOQUIA
3930,6249266,2026-01-11,12:00:00,VALLE DEL CAUCA
3946,6249300,2026-01-17,18:40:00,CUNDINAMARCA
3983,6249370,2026-01-11,21:00:00,CUNDINAMARCA
3987,6249385,2026-01-18,1:30:00,CUNDINAMARCA
3998,6249401,2026-01-12,1:00:00,CUNDINAMARCA
3999,6249403,2026-01-11,21:00:00,CUNDINAMARCA
4003,6249406,2026-01-11,22:00:00,ANTIOQUIA
4012,6249421,2026-01-11,23:00:00,ANTIOQUIA
4018,6249420,2026-01-11,23:00:00,ANTIOQUIA
4021,6249449,2026-01-11,23:00:00,ANTIOQUIA
4022,6249436,2026-01-11,17:15:00,CUNDINAMARCA
4025,6249456,2026-01-11,18:10:00,CUNDINAMARCA
4026,6249457,2026-01-11,19:00:00,ANTIOQUIA
4040,6249487,2026-01-11,18:00:00,CUNDINAMARCA
4050,6249503,2026-01-11,18:20:00,CUNDINAMARCA
4052,6249507,2026-01-11,21:30:00,CUNDINAMARCA
4054,6249509,2026-01-11,20:00:00,ANTIOQUIA
4057,6249511,2026-01-11,22:00:00,CUNDINAMARCA
4058,6249518,2026-01-11,20:30:00,CUNDINAMARCA
4061,6249521,2026-01-11,20:00:00,CUNDINAMARCA
4063,6249527,2026-01-12,4:00:00,CUNDINAMARCA
4069,6249526,2026-01-11,19:15:00,CUNDINAMARCA
4071,6249525,2026-01-11,23:00:00,ANTIOQUIA
4081,6249557,2026-01-12,3:00:00,VALLE DEL CAUCA
4089,6249578,2026-01-11,20:30:00,CUNDINAMARCA
4090,6249590,2026-01-12,0:30:00,CUNDINAMARCA
4094,6249600,2026-01-12,3:00:00,CUNDINAMARCA
4095,6249595,2026-01-11,21:15:00,CUNDINAMARCA
4098,6249608,2026-01-11,23:30:00,CUNDINAMARCA
4104,6249616,2026-01-11,21:30:00,CUNDINAMARCA
4105,6249618,2026-01-11,23:00:00,ANTIOQUIA
4107,6249621,2026-01-12,1:00:00,CUNDINAMARCA
4108,6249623,2026-01-12,1:00:00,CUNDINAMARCA
4113,6249630,2026-01-12,1:00:00,CUNDINAMARCA
4122,6249650,2026-01-11,21:45:00,ANTIOQUIA
4126,6249659,2026-01-12,1:30:00,VALLE DEL CAUCA
4127,6249663,2026-01-12,2:00:00,VALLE DEL CAUCA
4128,6249662,2026-01-12,0:00:00,CUNDINAMARCA
4130,6249666,2026-01-12,2:00:00,ANTIOQUIA
4131,6249668,2026-01-11,21:40:00,CUNDINAMARCA
4133,6249672,2026-01-11,21:45:00,CUNDINAMARCA
4135,6249677,2026-01-11,22:00:00,ANTIOQUIA
4140,6249680,2026-01-12,1:35:00,CUNDINAMARCA
4141,6249694,2026-01-12,0:00:00,CUNDINAMARCA
4145,6249708,2026-01-12,0:05:00,CUNDINAMARCA
4149,6249713,2026-01-11,23:45:00,CUNDINAMARCA
4150,6249716,2026-01-11,22:40:00,CUNDINAMARCA
4151,6249715,2026-01-11,23:00:00,CUNDINAMARCA
4153,6249721,2026-01-11,23:00:00,CUNDINAMARCA
4154,6249720,2026-01-12,0:15:00,CUNDINAMARCA
4155,6249723,2026-01-11,23:00:00,CUNDINAMARCA
4156,6249728,2026-01-12,0:00:00,ANTIOQUIA
4160,6249735,2026-01-11,23:00:00,CUNDINAMARCA
4162,6249737,2026-01-12,1:05:00,ANTIOQUIA
4163,6249746,2026-01-12,0:00:00,CUNDINAMARCA
4164,6249748,2026-01-12,2:00:00,CUNDINAMARCA
4166,6249750,2026-01-12,1:00:00,VALLE DEL CAUCA
4167,6249742,2026-01-11,23:45:00,CUNDINAMARCA
4168,6249745,2026-01-12,0:15:00,CUNDINAMARCA
4169,6249753,2026-01-12,0:00:00,ANTIOQUIA
4171,6249757,2026-01-12,3:00:00,ANTIOQUIA
4172,6249763,2026-01-12,1:05:00,ANTIOQUIA
4173,6249766,2026-01-12,2:00:00,CUNDINAMARCA
4175,6249773,2026-01-12,0:30:00,ANTIOQUIA
4188,6249793,2026-01-12,3:00:00,CUNDINAMARCA
4193,6249802,2026-01-12,0:30:00,ANTIOQUIA
4197,6249807,2026-01-12,1:40:00,ANTIOQUIA
4198,6249808,2026-01-12,0:15:00,ANTIOQUIA
4199,6249810,2026-01-12,1:35:00,CUNDINAMARCA
4200,6249806,2026-01-12,3:30:00,CUNDINAMARCA
4201,6249811,2026-01-12,3:00:00,CUNDINAMARCA
4203,6249813,2026-01-12,2:00:00,ANTIOQUIA
4204,6249814,2026-01-12,1:25:00,ANTIOQUIA
4205,6249817,2026-01-12,2:00:00,ANTIOQUIA
4206,6249815,2026-01-12,13:00:00,CUNDINAMARCA
4209,6249824,2026-01-12,2:20:00,ANTIOQUIA
4210,6249825,2026-01-12,2:20:00,ANTIOQUIA
4211,6249826,2026-01-12,2:30:00,ANTIOQUIA
4213,6249829,2026-01-12,2:45:00,VALLE DEL CAUCA
4223,6249839,2026-01-12,3:30:00,ANTIOQUIA
4226,6249845,2026-01-12,3:30:00,VALLE DEL CAUCA
4227,6249846,2026-01-12,3:50:00,ANTIOQUIA
4228,6249848,2026-01-12,4:00:00,CUNDINAMARCA
4229,6249849,2026-01-12,11:00:00,CUNDINAMARCA
4230,6249850,2026-01-12,4:00:00,ANTIOQUIA
4238,6249864,2026-01-12,6:35:00,CUNDINAMARCA
4239,6249865,2026-01-12,6:00:00,CUNDINAMARCA
4243,6249873,2026-01-12,11:30:00,CUNDINAMARCA
4266,6249918,2026-01-12,11:00:00,CUNDINAMARCA
4273,6249942,2026-01-12,14:00:00,CUNDINAMARCA
4293,6249990,2026-01-12,16:00:00,ANTIOQUIA
4302,6250016,2026-01-12,16:00:00,CUNDINAMARCA
4321,6250056,2026-01-12,20:00:00,CUNDINAMARCA
4356,6250134,2026-01-12,19:00:00,ANTIOQUIA
4378,6250214,2026-01-12,20:30:00,ANTIOQUIA
4379,6250212,2026-01-12,20:00:00,ANTIOQUIA
4380,6250212,2026-01-12,20:00:00,ANTIOQUIA
4421,6250288,2026-01-12,23:00:00,ANTIOQUIA
4428,6250301,2026-01-13,1:30:00,ANTIOQUIA
4441,6250321,2026-01-13,5:00:00,CUNDINAMARCA
4451,6250351,2026-01-12,23:30:00,ANTIOQUIA
4457,6250363,2026-01-13,0:15:00,CUNDINAMARCA
4467,6250383,2026-01-12,23:30:00,ANTIOQUIA
4485,6250416,2026-01-13,1:00:00,CUNDINAMARCA
4500,6250446,2026-01-13,6:40:00,ANTIOQUIA
4503,6250468,2026-01-13,2:55:00,VALLE DEL CAUCA
4504,6250471,2026-01-13,18:00:00,CUNDINAMARCA
4510,6250481,2026-01-13,6:30:00,CUNDINAMARCA
4521,6250501,2026-01-13,10:00:00,CUNDINAMARCA
4612,6250743,2026-01-13,14:00:00,CUNDINAMARCA
4663,6250871,2026-01-18,0:15:00,CUNDINAMARCA
4678,6250905,2026-01-13,14:45:00,CUNDINAMARCA
4735,6251134,2026-01-20,0:00:00,CUNDINAMARCA
4766,6251264,2026-01-13,18:30:00,CUNDINAMARCA
4831,6251469,2026-01-13,19:45:00,VALLE DEL CAUCA
4857,6251589,2026-01-13,21:00:00,CUNDINAMARCA
4901,6251724,2026-01-13,22:30:00,ANTIOQUIA
4914,6251745,2026-01-13,22:45:00,CUNDINAMARCA
4952,6251840,2026-01-14,7:00:00,VALLE DEL CAUCA
5002,6251924,2026-01-14,10:30:00,CUNDINAMARCA
5024,6251961,2026-01-14,16:15:00,CUNDINAMARCA
5027,6251966,2026-01-14,17:00:00,ANTIOQUIA
5059,6252061,2026-01-14,14:30:00,CUNDINAMARCA
5063,6252087,2026-01-14,13:30:00,ANTIOQUIA
5102,6252237,2026-01-16,1:30:00,VALLE DEL CAUCA
5170,6252438,2026-01-14,19:00:00,VALLE DEL CAUCA
5182,6252467,2026-01-14,17:30:00,CUNDINAMARCA
5186,6252479,2026-01-14,21:00:00,VALLE DEL CAUCA
5190,6252517,2026-01-14,21:30:00,CUNDINAMARCA
5201,6252556,2026-01-14,22:00:00,ANTIOQUIA
5208,6252580,2026-01-14,20:30:00,ANTIOQUIA
5279,6252792,2026-01-14,21:05:00,ANTIOQUIA
5284,6252813,2026-01-15,8:00:00,CUNDINAMARCA
5286,6252820,2026-01-14,21:15:00,CUNDINAMARCA
5290,6252842,2026-01-14,21:30:00,ANTIOQUIA
5299,6252882,2026-01-15,16:00:00,ANTIOQUIA
5304,6252890,2026-01-14,22:00:00,ANTIOQUIA
5322,6252911,2026-01-15,16:30:00,ANTIOQUIA
5327,6252942,2026-01-15,11:30:00,CUNDINAMARCA
5331,6252951,2026-01-14,22:00:00,CUNDINAMARCA
5335,6252955,2026-01-14,23:00:00,CUNDINAMARCA
5358,6252993,2026-01-14,23:35:00,ANTIOQUIA
5366,6253012,2026-01-15,0:30:00,ANTIOQUIA
5369,6253009,2026-01-15,5:15:00,VALLE DEL CAUCA
5384,6253043,2026-01-15,2:00:00,CUNDINAMARCA
5388,6253045,2026-01-15,1:30:00,ANTIOQUIA
5389,6253049,2026-01-15,1:25:00,ANTIOQUIA
5402,6253083,2026-01-16,2:25:00,VALLE DEL CAUCA
5429,6253138,2026-01-15,17:15:00,VALLE DEL CAUCA
5514,6253392,2026-01-15,14:45:00,ANTIOQUIA
5573,6253638,2026-01-15,17:15:00,CUNDINAMARCA
5577,6253649,2026-01-15,17:00:00,CUNDINAMARCA
5588,6253679,2026-01-15,16:00:00,CUNDINAMARCA
5596,6253701,2026-01-15,19:00:00,CUNDINAMARCA
5615,6253757,2026-01-15,22:30:00,CUNDINAMARCA
5657,6253874,2026-01-15,20:00:00,VALLE DEL CAUCA
5675,6253936,2026-01-15,21:00:00,CUNDINAMARCA
5686,6253972,2026-01-15,22:00:00,ANTIOQUIA
5694,6253993,2026-01-16,5:00:00,CUNDINAMARCA
5715,6254052,2026-01-15,22:10:00,ANTIOQUIA
5724,6254067,2026-01-15,22:30:00,CUNDINAMARCA
5740,6254119,2026-01-16,0:30:00,CUNDINAMARCA
5741,6254126,2026-01-15,23:30:00,ANTIOQUIA
5748,6254144,2026-01-16,1:00:00,CUNDINAMARCA
5754,6254155,2026-01-16,0:15:00,CUNDINAMARCA
5772,6254195,2026-01-16,0:35:00,CUNDINAMARCA
5784,6254227,2026-01-16,1:30:00,CUNDINAMARCA
5794,6254250,2026-01-16,20:00:00,ANTIOQUIA
5806,6254278,2026-01-16,11:00:00,ANTIOQUIA
5816,6254292,2026-01-16,11:30:00,VALLE DEL CAUCA
5866,6254409,2026-01-16,13:30:00,CUNDINAMARCA
5876,6254433,2026-01-18,1:00:00,ANTIOQUIA
5936,6254622,2026-01-16,17:00:00,CUNDINAMARCA
5953,6254699,2026-01-17,0:30:00,CUNDINAMARCA
5958,6254711,2026-01-16,22:00:00,CUNDINAMARCA
5980,6254755,2026-01-16,22:00:00,CUNDINAMARCA
5982,6254763,2026-01-16,16:50:00,CUNDINAMARCA
5984,6254766,2026-01-17,5:00:00,CUNDINAMARCA
5990,6254787,2026-01-16,23:00:00,VALLE DEL CAUCA
6019,6254864,2026-01-17,2:30:00,VALLE DEL CAUCA
6023,6254876,2026-01-17,1:45:00,CUNDINAMARCA
6024,6254879,2026-01-17,0:00:00,CUNDINAMARCA
6026,6254895,2026-01-17,1:15:00,CUNDINAMARCA
6029,6254896,2026-01-17,2:00:00,CUNDINAMARCA
6031,6254904,2026-01-16,18:25:00,ANTIOQUIA
6037,6254943,2026-01-17,18:30:00,ANTIOQUIA
6039,6254944,2026-01-16,19:00:00,CUNDINAMARCA
6049,6254973,2026-01-19,7:30:00,CUNDINAMARCA
6055,6254991,2026-01-16,19:30:00,ANTIOQUIA
6063,6255009,2026-01-17,2:00:00,ANTIOQUIA
6064,6255017,2026-01-16,23:00:00,ANTIOQUIA
6067,6255019,2026-01-16,20:00:00,CUNDINAMARCA
6070,6255031,2026-01-16,20:00:00,CUNDINAMARCA
6077,6255049,2026-01-16,19:55:00,CUNDINAMARCA
6085,6255030,2026-01-17,3:00:00,CUNDINAMARCA
6086,6255026,2026-01-16,21:00:00,CUNDINAMARCA
6089,6255052,2026-01-17,1:45:00,ANTIOQUIA
6090,6255074,2026-01-16,21:00:00,CUNDINAMARCA
6099,6255090,2026-01-17,2:30:00,CUNDINAMARCA
6104,6255095,2026-01-16,21:15:00,CUNDINAMARCA
6105,6255096,2026-01-16,21:15:00,CUNDINAMARCA
6107,6255107,2026-01-17,0:15:00,CUNDINAMARCA
6110,6255118,2026-01-16,22:00:00,CUNDINAMARCA
6112,6255112,2026-01-17,2:30:00,CUNDINAMARCA
6114,6255117,2026-01-17,2:00:00,CUNDINAMARCA
6119,6255134,2026-01-16,23:00:00,CUNDINAMARCA
6123,6255151,2026-01-16,23:30:00,CUNDINAMARCA
6128,6255157,2026-01-16,23:10:00,CUNDINAMARCA
6131,6255165,2026-01-16,23:30:00,ANTIOQUIA
6138,6255185,2026-01-16,22:40:00,CUNDINAMARCA
6140,6255192,2026-01-17,2:15:00,CUNDINAMARCA
6141,6255196,2026-01-16,22:30:00,ANTIOQUIA
6144,6255198,2026-01-16,22:25:00,CUNDINAMARCA
6146,6255204,2026-01-16,23:00:00,ANTIOQUIA
6149,6255203,2026-01-17,1:30:00,CUNDINAMARCA
6153,6255210,2026-01-16,23:00:00,ANTIOQUIA
6155,6254699,2026-01-17,0:30:00,CUNDINAMARCA
6157,6255220,2026-01-16,22:55:00,CUNDINAMARCA
6158,6255222,2026-01-17,2:00:00,CUNDINAMARCA
6161,6255226,2026-01-17,4:00:00,CUNDINAMARCA
6164,6255225,2026-01-16,23:55:00,CUNDINAMARCA
6166,6255235,2026-01-17,10:20:00,CUNDINAMARCA
6170,6255236,2026-01-17,1:30:00,ANTIOQUIA
6171,6255241,2026-01-17,0:15:00,ANTIOQUIA
6172,6255240,2026-01-16,23:30:00,ANTIOQUIA
6173,6255243,2026-01-16,23:20:00,CUNDINAMARCA
6175,6255242,2026-01-17,1:00:00,ANTIOQUIA
6179,6255249,2026-01-17,1:00:00,ANTIOQUIA
6181,6255257,2026-01-17,1:40:00,ANTIOQUIA
6182,6255258,2026-01-17,4:00:00,ANTIOQUIA
6184,6255259,2026-01-17,0:30:00,CUNDINAMARCA
6186,6255268,2026-01-17,0:00:00,ANTIOQUIA
6187,6255267,2026-01-17,0:00:00,ANTIOQUIA
6192,6255266,2026-01-17,1:00:00,CUNDINAMARCA
6193,6255264,2026-01-17,14:00:00,CUNDINAMARCA
6197,6255281,2026-01-17,3:00:00,VALLE DEL CAUCA
6198,6255275,2026-01-17,0:00:00,ANTIOQUIA
6199,6255284,2026-01-17,1:00:00,CUNDINAMARCA
6200,6255283,2026-01-17,0:00:00,ANTIOQUIA
6203,6255289,2026-01-16,23:55:00,CUNDINAMARCA
6204,6255280,2026-01-18,0:30:00,CUNDINAMARCA
6207,6255235,2026-01-17,10:20:00,CUNDINAMARCA
6208,6255290,2026-01-17,1:30:00,ANTIOQUIA
6209,6255293,2026-01-17,0:30:00,CUNDINAMARCA
6210,6255295,2026-01-17,0:10:00,CUNDINAMARCA
6211,6255296,2026-01-17,2:00:00,ANTIOQUIA
6213,6255302,2026-01-17,0:30:00,ANTIOQUIA
6214,6255301,2026-01-17,10:30:00,CUNDINAMARCA
6215,6255307,2026-01-16,23:27:00,ANTIOQUIA
6218,6255314,2026-01-17,2:00:00,VALLE DEL CAUCA
6225,6255313,2026-01-18,1:15:00,CUNDINAMARCA
6226,6255325,2026-01-17,2:00:00,CUNDINAMARCA
6227,6255317,2026-01-17,1:00:00,CUNDINAMARCA
6229,6255329,2026-01-17,1:00:00,CUNDINAMARCA
6230,6255328,2026-01-17,4:30:00,CUNDINAMARCA
6231,6255321,2026-01-17,2:00:00,CUNDINAMARCA
6233,6255334,2026-01-17,1:15:00,CUNDINAMARCA
6234,6255333,2026-01-17,2:00:00,CUNDINAMARCA
6236,6255337,2026-01-17,1:30:00,VALLE DEL CAUCA
6239,6254879,2026-01-17,2:00:00,CUNDINAMARCA
6240,6255340,2026-01-17,1:30:00,CUNDINAMARCA
6244,6255345,2026-01-17,3:00:00,CUNDINAMARCA
6245,6255347,2026-01-17,2:00:00,CUNDINAMARCA
6251,6255360,2026-01-17,2:30:00,VALLE DEL CAUCA
6253,6255364,2026-01-17,2:35:00,CUNDINAMARCA
6255,6255365,2026-01-17,1:30:00,CUNDINAMARCA
6257,6255368,2026-01-17,1:35:00,VALLE DEL CAUCA
6262,6255367,2026-01-17,2:00:00,CUNDINAMARCA
6263,6255371,2026-01-17,1:30:00,VALLE DEL CAUCA
6264,6255373,2026-01-17,2:00:00,VALLE DEL CAUCA
6265,6255377,2026-01-17,2:30:00,VALLE DEL CAUCA
6267,6255379,2026-01-17,2:00:00,CUNDINAMARCA
6269,6255389,2026-01-17,4:00:00,CUNDINAMARCA
6270,6255390,2026-01-18,23:00:00,ANTIOQUIA
6271,6255392,2026-01-17,2:45:00,CUNDINAMARCA
6272,6255395,2026-01-17,2:45:00,ANTIOQUIA
6273,6255394,2026-01-17,2:30:00,CUNDINAMARCA
6274,6255398,2026-01-17,4:00:00,CUNDINAMARCA
6276,6255401,2026-01-17,2:30:00,ANTIOQUIA
6277,6255405,2026-01-17,3:00:00,ANTIOQUIA
6279,6255403,2026-01-17,3:00:00,VALLE DEL CAUCA
6281,6255410,2026-01-17,2:55:00,CUNDINAMARCA
6282,6255411,2026-01-17,4:00:00,ANTIOQUIA
6283,6255412,2026-01-17,3:00:00,CUNDINAMARCA
6285,6255413,2026-01-17,3:15:00,CUNDINAMARCA
6288,6255417,2026-01-17,3:20:00,CUNDINAMARCA
6290,6255420,2026-01-17,2:00:00,CUNDINAMARCA
6294,6255429,2026-01-17,4:05:00,ANTIOQUIA
6295,6255430,2026-01-17,4:30:00,CUNDINAMARCA
6296,6255431,2026-01-17,4:00:00,ANTIOQUIA
6297,6255432,2026-01-17,4:30:00,CUNDINAMARCA
6306,6255451,2026-01-17,8:15:00,CUNDINAMARCA
6307,6255450,2026-01-17,8:15:00,ANTIOQUIA
6326,6255486,2026-01-17,20:15:00,CUNDINAMARCA
6373,6255594,2026-01-17,23:30:00,CUNDINAMARCA
6375,6255602,2026-01-17,23:30:00,CUNDINAMARCA
6378,6255610,2026-01-17,22:00:00,CUNDINAMARCA
6379,6255613,2026-01-18,1:00:00,ANTIOQUIA
6385,6255621,2026-01-18,0:30:00,CUNDINAMARCA
6388,6255628,2026-01-18,2:00:00,VALLE DEL CAUCA
6412,6255701,2026-01-18,4:00:00,VALLE DEL CAUCA
6415,6255717,2026-01-17,16:30:00,CUNDINAMARCA
6416,6255719,2026-01-18,0:15:00,VALLE DEL CAUCA
6421,6255728,2026-01-18,1:30:00,CUNDINAMARCA
6428,6255746,2026-01-17,19:00:00,CUNDINAMARCA
6433,6255756,2026-01-18,2:30:00,VALLE DEL CAUCA
6442,6255776,2026-01-18,1:45:00,CUNDINAMARCA
6445,6255782,2026-01-17,23:00:00,CUNDINAMARCA
6448,6255794,2026-01-18,2:30:00,VALLE DEL CAUCA
6451,6255800,2026-01-18,1:40:00,ANTIOQUIA
6453,6255802,2026-01-18,1:00:00,CUNDINAMARCA
6456,6255798,2026-01-17,19:00:00,VALLE DEL CAUCA
6457,6255813,2026-01-18,2:30:00,VALLE DEL CAUCA
6461,6255820,2026-01-18,1:30:00,ANTIOQUIA
6466,6255827,2026-01-18,16:00:00,ANTIOQUIA
6470,6255838,2026-01-18,0:30:00,ANTIOQUIA
6472,6255830,2026-01-17,22:30:00,CUNDINAMARCA
6473,62255841,2026-01-18,1:45:00,ANTIOQUIA
6474,6255834,2026-01-17,18:30:00,CUNDINAMARCA
6476,6255843,2026-01-17,20:30:00,CUNDINAMARCA
6477,6255843,2026-01-17,20:30:00,CUNDINAMARCA
6484,6255853,2026-01-18,2:45:00,CUNDINAMARCA
6491,6255869,2026-01-18,1:30:00,ANTIOQUIA
6496,6255881,2026-01-17,23:55:00,CUNDINAMARCA
6497,6255882,2026-01-17,19:00:00,CUNDINAMARCA
6502,6255888,2026-01-17,21:00:00,ANTIOQUIA
6504,6255891,2026-01-18,1:30:00,ANTIOQUIA
6505,6255897,2026-01-18,2:00:00,ANTIOQUIA
6507,6255901,2026-01-17,23:30:00,ANTIOQUIA
6510,6255906,2026-01-18,0:00:00,CUNDINAMARCA
6511,6255911,2026-01-17,20:00:00,VALLE DEL CAUCA
6513,6255913,2026-01-17,20:30:00,VALLE DEL CAUCA
6519,6255920,2026-01-18,2:30:00,VALLE DEL CAUCA
6522,6255922,2026-01-18,0:00:00,ANTIOQUIA
6534,6255950,2026-01-17,23:55:00,ANTIOQUIA
6536,6255951,2026-01-17,23:40:00,CUNDINAMARCA
6538,6255956,2026-01-17,23:30:00,CUNDINAMARCA
6539,6255955,2026-01-17,22:00:00,ANTIOQUIA
6542,6255965,2026-01-18,0:00:00,VALLE DEL CAUCA
6545,6255968,2026-01-17,20:40:00,CUNDINAMARCA
6546,6255957,2026-01-18,0:00:00,CUNDINAMARCA
6550,6255960,2026-01-18,0:15:00,CUNDINAMARCA
6552,6255976,2026-01-18,0:00:00,CUNDINAMARCA
6554,6255984,2026-01-17,23:00:00,CUNDINAMARCA
6557,6255989,2026-01-18,3:00:00,ANTIOQUIA
6558,6255993,2026-01-17,22:40:00,ANTIOQUIA
6559,6255991,2026-01-18,1:45:00,VALLE DEL CAUCA
6560,6255997,2026-01-18,1:00:00,CUNDINAMARCA
6561,6255990,2026-01-17,20:45:00,CUNDINAMARCA
6562,6255994,2026-01-18,0:15:00,ANTIOQUIA
6564,6256002,2026-01-18,23:00:00,CUNDINAMARCA
6568,6256003,2026-01-17,21:30:00,CUNDINAMARCA
6569,6256010,2026-01-18,0:15:00,CUNDINAMARCA
6573,6256014,2026-01-17,23:00:00,VALLE DEL CAUCA
6575,6256016,2026-01-17,23:30:00,CUNDINAMARCA
6579,6256019,2026-01-17,23:00:00,ANTIOQUIA
6581,6256022,2026-01-17,22:00:00,CUNDINAMARCA
6582,6256025,2026-01-18,0:30:00,CUNDINAMARCA
6584,6256026,2026-01-17,23:30:00,CUNDINAMARCA
6585,6256029,2026-01-17,23:00:00,CUNDINAMARCA
6589,6256032,2026-01-17,23:45:00,ANTIOQUIA
6590,6256034,2026-01-17,22:05:00,CUNDINAMARCA
6591,6256041,2026-01-18,0:15:00,CUNDINAMARCA
6592,6256039,2026-01-18,1:00:00,CUNDINAMARCA
6593,6256035,2026-01-17,22:00:00,ANTIOQUIA
6594,6256037,2026-01-18,0:30:00,CUNDINAMARCA
6598,6256042,2026-01-18,0:00:00,ANTIOQUIA
6600,6256048,2026-01-18,3:00:00,ANTIOQUIA
6605,6256058,2026-01-17,23:00:00,CUNDINAMARCA
6609,6256045,2026-01-17,23:05:00,ANTIOQUIA
6610,6256062,2026-01-18,1:00:00,ANTIOQUIA
6611,6256072,2026-01-17,23:00:00,ANTIOQUIA
6613,6256070,2026-01-18,16:00:00,CUNDINAMARCA
