,# AUTORIZACION,FECHA PROGRAMACIÓN DE SERVICIO,HORA PROGRAMACIÓN SERVICIO,DEPARTAMENTO
62008,6395007,2026-05-24,1:00:00,ANTIOQUIA
62011,6395012,2026-05-24,3:00:00,CUNDINAMARCA
62014,6395003,2026-05-24,1:30:00,VALLE DEL CAUCA
62015,6395020,2026-05-24,2:30:00,VALLE DEL CAUCA
62017,6395022,2026-05-24,1:15:00,CUNDINAMARCA
62019,6395028,2026-05-24,3:15:00,CUNDINAMARCA
62020,6395004,2026-05-24,1:15:00,CUNDINAMARCA
62021,6395024,2026-05-24,2:25:00,CUNDINAMARCA
62022,6395004,2026-05-24,1:15:00,CUNDINAMARCA
62024,6395033,2026-05-24,1:30:00,ANTIOQUIA
62025,6395034,2026-05-24,2:00:00,ANTIOQUIA
62026,6395015,2026-05-24,3:00:00,CUNDINAMARCA
62028,6395017,2026-05-24,2:00:00,ANTIOQUIA
62029,6395039,2026-05-24,1:40:00,CUNDINAMARCA
62030,6395019,2026-05-24,3:00:00,CUNDINAMARCA
62031,6395032,2026-05-24,3:00:00,VALLE DEL CAUCA
62032,6395030,2026-05-24,1:30:00,CUNDINAMARCA
62034,6395041,2026-05-24,1:35:00,ANTIOQUIA
62035,6395023,2026-05-24,1:30:00,CUNDINAMARCA
62038,6395042,2026-05-24,2:00:00,CUNDINAMARCA
62039,6395045,2026-05-24,1:45:00,VALLE DEL CAUCA
62040,6395046,2026-05-24,3:30:00,CUNDINAMARCA
62041,6395048,2026-05-24,2:00:00,CUNDINAMARCA
62042,6395030,2026-05-24,1:30:00,CUNDINAMARCA
62043,6395050,2026-05-24,1:45:00,CUNDINAMARCA
62044,6395052,2026-05-24,3:30:00,CUNDINAMARCA
62049,6394994,2026-05-24,1:30:00,VALLE DEL CAUCA
62050,6395059,2026-05-24,1:30:00,VALLE DEL CAUCA
62051,6395058,2026-05-24,3:00:00,ANTIOQUIA
62052,6395060,2026-05-24,3:00:00,VALLE DEL CAUCA
62053,6395061,2026-05-24,2:30:00,VALLE DEL CAUCA
62055,6395062,2026-05-24,2:15:00,CUNDINAMARCA
62056,6395063,2026-05-24,2:30:00,CUNDINAMARCA
62058,6395064,2026-05-24,2:30:00,VALLE DEL CAUCA
62059,6395067,2026-05-24,3:05:00,VALLE DEL CAUCA
62060,6395066,2026-05-24,2:30:00,CUNDINAMARCA
62062,6395073,2026-05-24,3:00:00,CUNDINAMARCA
62063,6395071,2026-05-24,2:35:00,CUNDINAMARCA
62064,6395074,2026-05-24,3:00:00,ANTIOQUIA
62065,6395072,2026-05-24,4:00:00,ANTIOQUIA
62066,6395075,2026-05-24,2:35:00,CUNDINAMARCA
62068,6395078,2026-05-24,3:00:00,ANTIOQUIA
62069,6395080,2026-05-24,5:00:00,CUNDINAMARCA
62070,6395082,2026-05-24,3:00:00,ANTIOQUIA
62072,6395081,2026-05-24,3:00:00,CUNDINAMARCA
62075,6395090,2026-05-24,3:30:00,VALLE DEL CAUCA
62076,6395091,2026-05-24,3:00:00,CUNDINAMARCA
62078,6395093,2026-05-24,3:10:00,CUNDINAMARCA
62080,6395092,2026-05-24,4:00:00,CUNDINAMARCA
62084,6395099,2026-05-24,3:30:00,CUNDINAMARCA
62086,6395101,2026-05-24,3:20:00,ANTIOQUIA
62087,6395104,2026-05-24,4:00:00,ANTIOQUIA
62088,6395106,2026-05-24,4:00:00,CUNDINAMARCA
62090,6395109,2026-05-24,3:35:00,CUNDINAMARCA
62096,6395114,2026-05-24,4:15:00,VALLE DEL CAUCA
62098,6395121,2026-05-24,4:15:00,ANTIOQUIA
62100,6395125,2026-05-24,4:50:00,ANTIOQUIA
62102,6395041,2026-05-24,2:00:00,ANTIOQUIA
62104,6395132,2026-05-24,6:30:00,VALLE DEL CAUCA
62105,6395133,2026-05-24,8:00:00,CUNDINAMARCA
62117,6395158,2026-05-24,7:50:00,ANTIOQUIA
62124,6395167,2026-05-24,12:10:00,CUNDINAMARCA
62137,6395188,2026-05-24,13:00:00,CUNDINAMARCA
62174,6395271,2026-05-24,17:00:00,ANTIOQUIA
62177,6395273,2026-05-24,17:30:00,CUNDINAMARCA
62179,6395281,2026-05-24,17:30:00,CUNDINAMARCA
62185,6395298,2026-05-24,19:30:00,ANTIOQUIA
62194,6395299,2026-05-24,18:05:00,ANTIOQUIA
62195,6395315,2026-05-24,19:00:00,ANTIOQUIA
62196,6395294,2026-05-24,18:00:00,ANTIOQUIA
62200,6395321,2026-05-25,14:30:00,ANTIOQUIA
62212,6395344,2026-05-24,17:30:00,ANTIOQUIA
62214,6395345,2026-05-24,17:45:00,CUNDINAMARCA
62226,6395369,2026-05-24,18:00:00,ANTIOQUIA
62229,6395366,2026-05-24,18:30:00,CUNDINAMARCA
62232,6395368,2026-05-24,21:30:00,ANTIOQUIA
62235,6395374,2026-05-24,20:00:00,CUNDINAMARCA
62236,6395376,2026-05-24,19:00:00,CUNDINAMARCA
62242,6395389,2026-05-24,19:00:00,CUNDINAMARCA
62243,6395386,2026-05-29,5:30:00,CUNDINAMARCA
62247,6395409,2026-05-24,19:00:00,CUNDINAMARCA
62251,6395418,2026-05-24,19:15:00,CUNDINAMARCA
62257,6395416,2026-05-24,20:00:00,CUNDINAMARCA
62263,6395427,2026-05-24,19:30:00,ANTIOQUIA
62264,6395434,2026-05-24,19:40:00,CUNDINAMARCA
62268,6395437,2026-05-24,23:15:00,ANTIOQUIA
62273,6395454,2026-05-24,20:00:00,CUNDINAMARCA
62276,6395444,2026-05-24,22:00:00,VALLE DEL CAUCA
62280,6395457,2026-05-24,23:00:00,ANTIOQUIA
62286,6395475,2026-05-24,20:05:00,ANTIOQUIA
62288,6395474,2026-05-24,20:30:00,CUNDINAMARCA
62290,6395488,2026-05-24,20:30:00,CUNDINAMARCA
62292,6395490,2026-05-24,21:00:00,ANTIOQUIA
62297,6395496,2026-05-25,6:15:00,CUNDINAMARCA
62308,6395525,2026-05-24,19:00:00,ANTIOQUIA
62317,6395533,2026-05-24,23:00:00,ANTIOQUIA
62323,6395546,2026-05-24,23:45:00,ANTIOQUIA
62326,6395559,2026-05-25,0:00:00,ANTIOQUIA
62332,6395575,2026-05-25,0:00:00,CUNDINAMARCA
62351,6395618,2026-05-25,6:00:00,CUNDINAMARCA
62382,6395692,2026-05-25,2:30:00,ANTIOQUIA
62384,6395694,2026-05-25,2:15:00,ANTIOQUIA
62465,6395900,2026-05-25,15:00:00,CUNDINAMARCA
62504,6396043,2026-05-25,17:30:00,CUNDINAMARCA
62511,6396071,2026-05-26,7:30:00,CUNDINAMARCA
62572,6396335,2026-05-25,16:00:00,VALLE DEL CAUCA
62593,6396419,2026-05-25,22:00:00,CUNDINAMARCA
62657,6396621,2026-05-26,12:00:00,CUNDINAMARCA
62693,6396759,2026-05-26,8:15:00,CUNDINAMARCA
62708,6396804,2026-05-25,21:00:00,ANTIOQUIA
62735,6396871,2026-05-26,6:00:00,CUNDINAMARCA
62750,6396895,2026-05-26,6:05:00,CUNDINAMARCA
62761,6396919,2026-05-25,21:00:00,VALLE DEL CAUCA
62777,6396954,2026-05-26,14:00:00,VALLE DEL CAUCA
62787,6397011,2026-05-26,0:00:00,ANTIOQUIA
62812,6397083,2026-05-26,3:55:00,ANTIOQUIA
62818,6397079,2026-05-26,19:00:00,VALLE DEL CAUCA
62823,6397085,2026-05-26,0:45:00,VALLE DEL CAUCA
62834,6397142,2026-05-26,14:30:00,CUNDINAMARCA
62855,6397177,2026-05-26,8:30:00,CUNDINAMARCA
62870,6397194,2026-05-26,12:00:00,CUNDINAMARCA
62966,6397548,2026-05-26,15:45:00,CUNDINAMARCA
62978,6397610,2026-05-27,11:00:00,CUNDINAMARCA
62984,6397633,2026-05-26,22:00:00,CUNDINAMARCA
62994,6397659,2026-05-26,20:30:00,CUNDINAMARCA
63026,6397610,2026-05-27,13:30:00,CUNDINAMARCA
63046,6397829,2026-05-26,17:45:00,ANTIOQUIA
63138,6398187,2026-05-26,21:00:00,CUNDINAMARCA
63166,6398250,2026-06-04,18:15:00,CUNDINAMARCA
63171,6398272,2026-05-26,22:30:00,CUNDINAMARCA
63172,6398262,2026-05-27,12:45:00,CUNDINAMARCA
63174,6398262,2026-05-27,12:45:00,CUNDINAMARCA
63180,6398289,2026-05-27,18:50:00,CUNDINAMARCA
63181,6398291,2026-05-27,8:30:00,CUNDINAMARCA
63213,6398360,2026-05-30,0:10:00,ANTIOQUIA
63217,6398368,2026-05-31,2:00:00,ANTIOQUIA
63236,6398405,2026-05-27,14:30:00,CUNDINAMARCA
63244,6398426,2026-05-27,5:00:00,CUNDINAMARCA
63298,6398585,2026-05-28,18:30:00,ANTIOQUIA
63327,6398676,2026-05-27,15:00:00,ANTIOQUIA
63343,6398703,2026-05-30,0:30:00,CUNDINAMARCA
63386,6398864,2026-05-30,0:30:00,CUNDINAMARCA
63440,6399031,2026-05-27,17:00:00,CUNDINAMARCA
63450,6399051,2026-05-27,17:45:00,ANTIOQUIA
63465,6399108,2026-05-27,18:00:00,CUNDINAMARCA
63473,6399130,2026-05-30,0:30:00,ANTIOQUIA
63486,6399205,2026-05-27,19:30:00,CUNDINAMARCA
63497,6399230,2026-05-27,19:30:00,ANTIOQUIA
63502,6399250,2026-05-27,21:45:00,CUNDINAMARCA
63504,6399249,2026-05-28,8:30:00,VALLE DEL CAUCA
63521,6399289,2026-05-28,23:30:00,CUNDINAMARCA
63525,6399302,2026-05-27,21:00:00,ANTIOQUIA
63551,6399388,2026-05-27,22:30:00,ANTIOQUIA
63569,6399432,2026-05-28,0:30:00,CUNDINAMARCA
63579,6399455,2026-05-27,23:25:00,CUNDINAMARCA
63600,6399502,2026-05-28,0:45:00,CUNDINAMARCA
63640,6399576,2026-05-28,0:00:00,CUNDINAMARCA
63658,6399614,2026-05-28,20:35:00,ANTIOQUIA
63667,6399635,2026-05-28,17:00:00,ANTIOQUIA
63674,6399653,2026-06-07,1:00:00,CUNDINAMARCA
63696,6399710,2026-05-28,17:50:00,CUNDINAMARCA
63723,6399796,2026-05-28,18:00:00,VALLE DEL CAUCA
63728,6399821,2026-05-28,13:40:00,CUNDINAMARCA
63731,6399823,2026-05-28,20:30:00,VALLE DEL CAUCA
63738,6399838,2026-05-28,22:30:00,CUNDINAMARCA
63751,6399877,2026-05-28,11:25:00,CUNDINAMARCA
63766,6399882,2026-05-28,16:00:00,CUNDINAMARCA
63814,6400064,2026-05-28,13:00:00,CUNDINAMARCA
63818,6400077,2026-05-28,17:00:00,CUNDINAMARCA
63834,6400134,2026-05-28,16:30:00,ANTIOQUIA
63861,6400209,2026-05-28,19:30:00,CUNDINAMARCA
63888,6400316,2026-05-28,21:00:00,VALLE DEL CAUCA
63892,6400327,2026-05-30,0:00:00,ANTIOQUIA
63904,6400382,2026-05-28,20:00:00,CUNDINAMARCA
63910,6400408,2026-05-28,19:50:00,CUNDINAMARCA
63915,6400426,2026-05-30,0:00:00,CUNDINAMARCA
63924,6400453,2026-05-29,5:15:00,CUNDINAMARCA
63933,6400489,2026-05-28,21:00:00,ANTIOQUIA
63949,6400526,2026-05-28,23:00:00,ANTIOQUIA
63950,6400541,2026-05-29,3:30:00,CUNDINAMARCA
63952,6400548,2026-05-28,23:00:00,CUNDINAMARCA
63962,6400569,2026-05-28,21:50:00,CUNDINAMARCA
63965,640058,2026-05-29,0:30:00,VALLE DEL CAUCA
63966,6400584,2026-05-29,3:00:00,CUNDINAMARCA
63983,6400623,2026-05-29,0:30:00,ANTIOQUIA
63985,6400548,2026-05-28,23:00:00,CUNDINAMARCA
63986,6400627,2026-05-28,23:30:00,CUNDINAMARCA
63988,6400635,2026-05-28,23:30:00,CUNDINAMARCA
63993,6400642,2026-05-28,22:55:00,ANTIOQUIA
63998,6400649,2026-05-28,23:25:00,CUNDINAMARCA
64005,6400657,2026-05-29,2:00:00,CUNDINAMARCA
64011,6400673,2026-05-28,23:00:00,CUNDINAMARCA
64017,6400688,2026-05-29,1:00:00,ANTIOQUIA
64020,6400698,2026-05-28,23:59:00,CUNDINAMARCA
64030,6400710,2026-05-29,9:00:00,CUNDINAMARCA
64035,6400722,2026-05-29,0:45:00,ANTIOQUIA
64039,6400729,2026-05-29,3:00:00,VALLE DEL CAUCA
64042,6400735,2026-05-29,9:05:00,CUNDINAMARCA
64043,6400741,2026-05-29,12:00:00,CUNDINAMARCA
64051,6399838,2026-05-28,22:30:00,CUNDINAMARCA
64055,6400763,2026-05-29,3:30:00,ANTIOQUIA
64056,6400761,2026-05-29,22:30:00,CUNDINAMARCA
64064,6400775,2026-05-29,2:15:00,CUNDINAMARCA
64066,6400781,2026-05-29,2:00:00,CUNDINAMARCA
64069,6400784,2026-05-30,1:30:00,ANTIOQUIA
64070,6400783,2026-05-29,2:35:00,CUNDINAMARCA
64076,6400796,2026-05-30,2:00:00,CUNDINAMARCA
64077,6400798,2026-05-29,3:15:00,CUNDINAMARCA
64080,6400801,2026-05-29,7:00:00,CUNDINAMARCA
64084,6400801,2026-05-29,7:00:00,CUNDINAMARCA
64087,6400807,2026-05-29,8:50:00,CUNDINAMARCA
64120,6400861,2026-05-30,22:00:00,ANTIOQUIA
64156,6400948,2026-05-29,20:00:00,ANTIOQUIA
64224,6401156,2026-05-30,2:00:00,CUNDINAMARCA
64226,6401159,2026-05-29,18:00:00,CUNDINAMARCA
64228,6401164,2026-05-30,0:00:00,ANTIOQUIA
64234,6401178,2026-05-29,22:45:00,CUNDINAMARCA
64236,6401187,2026-05-29,16:30:00,ANTIOQUIA
64242,6401213,2026-05-30,1:30:00,CUNDINAMARCA
64254,6401234,2026-05-30,1:00:00,ANTIOQUIA
64260,6401283,2026-05-30,0:30:00,CUNDINAMARCA
64272,6401319,2026-05-30,0:00:00,ANTIOQUIA
64300,6401381,2026-05-29,23:00:00,CUNDINAMARCA
64302,6401397,2026-05-29,20:00:00,CUNDINAMARCA
64303,6401398,2026-05-29,18:00:00,CUNDINAMARCA
64309,6401420,2026-05-30,11:00:00,CUNDINAMARCA
64314,6401429,2026-05-30,17:30:00,CUNDINAMARCA
64323,6401447,2026-05-30,1:30:00,ANTIOQUIA
64327,6401459,2026-05-30,3:00:00,VALLE DEL CAUCA
64329,6401455,2026-05-29,18:30:00,ANTIOQUIA
64340,6401502,2026-05-30,1:00:00,ANTIOQUIA
64345,6401490,2026-05-30,0:00:00,CUNDINAMARCA
64346,6401513,2026-05-29,19:00:00,CUNDINAMARCA
64355,6401555,2026-05-30,0:30:00,VALLE DEL CAUCA
64360,6399748,2026-05-29,18:45:00,ANTIOQUIA
64363,6401566,2026-05-30,8:15:00,CUNDINAMARCA
64367,6401596,2026-05-30,2:00:00,ANTIOQUIA
64369,6401573,2026-05-29,5:15:00,CUNDINAMARCA
64374,6401603,2026-05-29,23:00:00,CUNDINAMARCA
64376,6401611,2026-05-29,22:30:00,ANTIOQUIA
64377,6401617,2026-05-30,2:00:00,VALLE DEL CAUCA
64387,6401647,2026-05-30,2:00:00,ANTIOQUIA
64394,6401686,2026-05-29,23:00:00,CUNDINAMARCA
64397,6401696,2026-05-30,0:30:00,ANTIOQUIA
64406,6401719,2026-05-29,23:00:00,ANTIOQUIA
64409,6401730,2026-05-29,22:00:00,CUNDINAMARCA
64412,6401732,2026-05-30,2:10:00,ANTIOQUIA
64413,6401741,2026-05-30,2:00:00,ANTIOQUIA
64416,6401747,2026-05-30,2:00:00,ANTIOQUIA
64423,6401763,2026-05-30,0:00:00,ANTIOQUIA
64427,6401779,2026-05-30,0:40:00,VALLE DEL CAUCA
64428,6401783,2026-05-30,2:00:00,ANTIOQUIA
64429,6401780,2026-05-30,2:30:00,VALLE DEL CAUCA
64431,6401781,2026-05-30,5:15:00,CUNDINAMARCA
64432,6401786,2026-05-29,23:15:00,CUNDINAMARCA
64433,6401785,2026-05-29,22:30:00,VALLE DEL CAUCA
64435,6401789,2026-05-30,2:30:00,ANTIOQUIA
64440,6401799,2026-05-29,23:00:00,CUNDINAMARCA
64446,6401802,2026-05-30,3:00:00,ANTIOQUIA
64450,6401810,2026-05-30,16:30:00,ANTIOQUIA
64453,6401819,2026-05-29,23:00:00,CUNDINAMARCA
64456,6401822,2026-05-30,1:30:00,ANTIOQUIA
64457,6401826,2026-05-30,19:30:00,CUNDINAMARCA
64459,6401830,2026-05-29,23:30:00,ANTIOQUIA
64460,6401837,2026-05-29,23:00:00,CUNDINAMARCA
64461,6401827,2026-05-30,0:30:00,ANTIOQUIA
64463,6401835,2026-05-30,0:00:00,VALLE DEL CAUCA
64464,6401834,2026-05-30,2:00:00,ANTIOQUIA
64465,6401838,2026-05-30,9:00:00,CUNDINAMARCA
64466,6401839,2026-05-29,23:20:00,CUNDINAMARCA
64469,6401844,2026-05-29,23:50:00,ANTIOQUIA
64471,6401845,2026-05-29,23:45:00,ANTIOQUIA
64473,6401850,2026-05-30,6:20:00,CUNDINAMARCA
64477,6401856,2026-05-30,12:45:00,CUNDINAMARCA
64478,6401857,2026-05-30,2:15:00,VALLE DEL CAUCA
64479,6401863,2026-05-30,3:00:00,CUNDINAMARCA
64481,6401859,2026-05-30,0:00:00,CUNDINAMARCA
64487,6401864,2026-05-31,0:45:00,CUNDINAMARCA
64492,6401881,2026-05-30,1:00:00,CUNDINAMARCA
64493,6401883,2026-05-30,0:00:00,CUNDINAMARCA
64494,6401884,2026-05-30,1:25:00,CUNDINAMARCA
64497,6401879,2026-05-30,2:30:00,CUNDINAMARCA
64500,6401893,2026-05-30,1:00:00,VALLE DEL CAUCA
64501,6401883,2026-05-30,0:00:00,CUNDINAMARCA
64503,6401895,2026-05-30,0:30:00,ANTIOQUIA
64506,6401898,2026-05-30,1:00:00,CUNDINAMARCA
64508,6401903,2026-05-30,1:30:00,CUNDINAMARCA
64509,6401902,2026-05-30,1:30:00,ANTIOQUIA
64514,6401907,2026-05-30,0:30:00,ANTIOQUIA
64515,6401912,2026-05-30,1:30:00,ANTIOQUIA
64516,6401911,2026-05-30,2:00:00,VALLE DEL CAUCA
64517,6401913,2026-05-30,0:45:00,ANTIOQUIA
64519,6401915,2026-05-30,3:00:00,ANTIOQUIA
64520,6401917,2026-05-30,0:00:00,CUNDINAMARCA
64522,6401916,2026-05-30,19:00:00,CUNDINAMARCA
64523,6401919,2026-05-30,2:30:00,ANTIOQUIA
64524,6401920,2026-05-31,0:45:00,CUNDINAMARCA
64526,6401924,2026-05-30,0:55:00,CUNDINAMARCA
64529,6401930,2026-05-30,2:00:00,CUNDINAMARCA
64532,6401937,2026-05-30,1:00:00,CUNDINAMARCA
64533,6401938,2026-05-30,1:00:00,ANTIOQUIA
64535,6401936,2026-05-30,1:30:00,VALLE DEL CAUCA
64540,6401946,2026-05-30,1:20:00,ANTIOQUIA
64541,6401945,2026-05-30,1:00:00,ANTIOQUIA
64543,6401950,2026-05-30,3:00:00,ANTIOQUIA
64544,6401948,2026-05-30,2:30:00,VALLE DEL CAUCA
64545,64'1951,2026-05-30,1:45:00,VALLE DEL CAUCA
64547,6401952,2026-05-30,1:45:00,ANTIOQUIA
64548,6401953,2026-05-30,1:25:00,ANTIOQUIA
64551,6401961,2026-05-30,23:00:00,CUNDINAMARCA
64552,6401962,2026-05-30,3:00:00,ANTIOQUIA
64554,6401966,2026-05-30,2:30:00,CUNDINAMARCA
64556,6401959,2026-05-30,2:00:00,ANTIOQUIA
64562,6401972,2026-05-30,2:10:00,ANTIOQUIA
64564,6401974,2026-05-30,2:15:00,ANTIOQUIA
64568,6401978,2026-05-30,4:00:00,ANTIOQUIA
64571,6401983,2026-05-30,2:40:00,CUNDINAMARCA
64572,6401987,2026-05-30,10:45:00,CUNDINAMARCA
64573,6401990,2026-05-30,3:00:00,CUNDINAMARCA
64575,6401986,2026-05-30,2:45:00,VALLE DEL CAUCA
64576,6401991,2026-05-30,2:30:00,ANTIOQUIA
64577,6401989,2026-05-30,18:00:00,CUNDINAMARCA
64580,6401994,2026-05-30,3:30:00,ANTIOQUIA
64581,6401997,2026-05-30,3:00:00,CUNDINAMARCA
64582,6401998,2026-05-30,3:45:00,CUNDINAMARCA
64584,6402002,2026-05-30,4:00:00,ANTIOQUIA
64587,6402005,2026-05-30,4:00:00,ANTIOQUIA
64588,6402004,2026-05-30,3:20:00,ANTIOQUIA
64589,6402007,2026-05-30,21:00:00,CUNDINAMARCA
64591,6402010,2026-05-30,3:30:00,CUNDINAMARCA
64593,6402008,2026-05-30,3:35:00,CUNDINAMARCA
64595,6402012,2026-05-30,3:45:00,ANTIOQUIA
64600,6402018,2026-05-30,7:45:00,CUNDINAMARCA
64602,6402022,2026-05-31,0:30:00,CUNDINAMARCA
64603,6402024,2026-05-30,4:30:00,ANTIOQUIA
64609,6402035,2026-05-30,7:00:00,CUNDINAMARCA
64610,6402037,2026-05-30,4:40:00,ANTIOQUIA
64639,3164112815,2026-05-30,11:30:00,CUNDINAMARCA
64660,6402149,2026-05-30,23:00:00,CUNDINAMARCA
64669,6402173,2026-05-30,13:00:00,VALLE DEL CAUCA
64677,6402191,2026-05-30,20:00:00,CUNDINAMARCA
64678,6402210,2026-05-30,21:00:00,CUNDINAMARCA
64682,6402203,2026-05-31,1:00:00,ANTIOQUIA
64685,6402230,2026-05-30,20:00:00,ANTIOQUIA
64687,6402231,2026-06-04,17:00:00,CUNDINAMARCA
64706,6402281,2026-05-30,21:30:00,CUNDINAMARCA
64715,6402299,2026-05-30,18:00:00,CUNDINAMARCA
64721,6402316,2026-05-30,16:00:00,CUNDINAMARCA
64724,6402318,2026-05-30,23:00:00,CUNDINAMARCA
64726,6402330,2026-05-31,0:30:00,CUNDINAMARCA
64742,6402368,2026-05-30,17:00:00,CUNDINAMARCA
64743,6402369,2026-05-30,19:30:00,CUNDINAMARCA
64748,6402378,2026-05-31,1:20:00,CUNDINAMARCA
64750,6402374,2026-05-30,21:00:00,CUNDINAMARCA
64753,6402383,2026-05-30,18:00:00,CUNDINAMARCA
64771,6402412,2026-05-30,23:00:00,CUNDINAMARCA
64774,6402419,2026-05-31,1:30:00,CUNDINAMARCA
64775,6402417,2026-05-30,20:00:00,CUNDINAMARCA
64781,6402424,2026-05-30,19:00:00,CUNDINAMARCA
64784,6402428,2026-05-30,18:30:00,CUNDINAMARCA
64797,6402475,2026-05-31,0:30:00,ANTIOQUIA
64800,6402476,2026-05-30,20:00:00,CUNDINAMARCA
64806,6402485,2026-05-30,18:00:00,ANTIOQUIA
64807,6402494,2026-05-30,21:00:00,CUNDINAMARCA
64808,6402491,2026-05-30,18:30:00,CUNDINAMARCA
64809,6402495,2026-05-30,18:15:00,ANTIOQUIA
64816,6402509,2026-05-30,19:05:00,CUNDINAMARCA
64822,6402519,2026-05-30,20:00:00,CUNDINAMARCA
64824,6402524,2026-05-30,21:00:00,CUNDINAMARCA
64826,6402526,2026-05-30,22:05:00,CUNDINAMARCA
64829,6402537,2026-05-31,19:30:00,CUNDINAMARCA
64835,6402538,2026-05-30,20:00:00,CUNDINAMARCA
64838,6402541,2026-05-30,20:00:00,VALLE DEL CAUCA
64839,6402551,2026-05-30,20:00:00,CUNDINAMARCA
64841,6402548,2026-05-30,20:00:00,CUNDINAMARCA
64851,6402561,2026-05-30,21:00:00,CUNDINAMARCA
64852,6402562,2026-05-30,23:00:00,CUNDINAMARCA
64853,6402577,2026-05-30,20:00:00,CUNDINAMARCA
64854,6402580,2026-05-30,19:30:00,CUNDINAMARCA
64857,6402581,2026-05-30,21:00:00,CUNDINAMARCA
64863,6402592,2026-05-30,22:00:00,CUNDINAMARCA
64864,6402593,2026-05-30,21:00:00,CUNDINAMARCA
64867,6402594,2026-05-30,20:30:00,CUNDINAMARCA
64868,6402596,2026-05-30,20:15:00,CUNDINAMARCA
64870,6402606,2026-05-30,21:00:00,CUNDINAMARCA
64872,6402608,2026-05-30,20:30:00,CUNDINAMARCA
64874,6402424,2026-05-30,19:00:00,CUNDINAMARCA
64877,6402614,2026-05-31,22:00:00,CUNDINAMARCA
64880,6402621,2026-05-30,20:30:00,ANTIOQUIA
64883,6402626,2026-05-30,22:00:00,CUNDINAMARCA
64884,6402604,2026-05-30,22:00:00,ANTIOQUIA
64886,6402603,2026-05-30,23:00:00,CUNDINAMARCA
64889,6402631,2026-05-30,21:00:00,CUNDINAMARCA
64890,6402633,2026-05-30,22:00:00,CUNDINAMARCA
64891,6402634,2026-05-30,20:35:00,CUNDINAMARCA
64893,6402642,2026-05-31,0:00:00,CUNDINAMARCA
64895,6402641,2026-05-30,23:00:00,CUNDINAMARCA
64896,6402645,2026-05-30,22:00:00,CUNDINAMARCA
64897,6402646,2026-05-30,22:00:00,CUNDINAMARCA
64898,6402647,2026-05-30,21:30:00,CUNDINAMARCA
64901,6402650,2026-05-30,22:00:00,VALLE DEL CAUCA
64902,6402648,2026-05-30,23:00:00,CUNDINAMARCA
64903,6402653,2026-05-31,1:00:00,ANTIOQUIA
64905,6402649,2026-05-31,0:00:00,ANTIOQUIA
64906,6402657,2026-05-30,23:55:00,CUNDINAMARCA
64909,6402667,2026-05-31,0:15:00,ANTIOQUIA
64910,6402668,2026-05-31,0:00:00,CUNDINAMARCA
64912,6402669,2026-05-30,23:30:00,CUNDINAMARCA
64914,6402670,2026-05-30,22:00:00,CUNDINAMARCA
64916,6402675,2026-05-30,22:00:00,CUNDINAMARCA
64918,6402688,2026-05-31,0:00:00,CUNDINAMARCA
64923,6402684,2026-05-30,23:00:00,ANTIOQUIA
64926,6402686,2026-05-30,22:15:00,ANTIOQUIA
64927,4817894,2026-05-31,1:00:00,CUNDINAMARCA
64930,6402700,2026-05-30,22:30:00,ANTIOQUIA
64933,6402703,2026-05-30,22:00:00,ANTIOQUIA
64934,6402701,2026-05-30,22:20:00,VALLE DEL CAUCA
64937,6402713,2026-05-31,0:00:00,ANTIOQUIA
64938,6402714,2026-05-30,22:35:00,ANTIOQUIA
64939,6402718,2026-05-31,0:00:00,CUNDINAMARCA
64949,6402739,2026-05-30,23:30:00,CUNDINAMARCA
64952,6402743,2026-05-31,1:00:00,CUNDINAMARCA
64955,6402747,2026-05-30,23:30:00,ANTIOQUIA
64957,6402753,2026-05-30,23:00:00,CUNDINAMARCA
64958,6402756,2026-05-31,10:00:00,ANTIOQUIA
64959,6402754,2026-05-31,0:00:00,CUNDINAMARCA
64960,6402758,2026-05-30,23:00:00,CUNDINAMARCA
64963,6402761,2026-05-31,1:00:00,CUNDINAMARCA
64964,6402763,2026-05-30,23:30:00,ANTIOQUIA
64966,6402765,2026-05-31,1:30:00,CUNDINAMARCA
64969,6402774,2026-05-30,23:30:00,ANTIOQUIA
64971,6402762,2026-05-31,0:00:00,CUNDINAMARCA
64973,6402771,2026-05-31,0:00:00,CUNDINAMARCA
64974,6402778,2026-05-31,1:40:00,ANTIOQUIA
64978,6402770,2026-05-31,1:00:00,VALLE DEL CAUCA
64979,6402787,2026-05-30,23:00:00,CUNDINAMARCA
64980,6402786,2026-05-31,2:00:00,VALLE DEL CAUCA
64981,6402789,2026-05-31,0:00:00,CUNDINAMARCA
64982,6402792,2026-05-30,23:00:00,CUNDINAMARCA
64984,6402791,2026-05-31,0:00:00,CUNDINAMARCA
64985,6402793,2026-05-31,1:30:00,ANTIOQUIA
64986,6402785,2026-05-31,0:00:00,CUNDINAMARCA
64987,6402801,2026-05-31,0:00:00,ANTIOQUIA
64989,6402795,2026-05-31,0:30:00,ANTIOQUIA
64991,6402510,2026-05-31,0:20:00,CUNDINAMARCA
64993,6402811,2026-05-31,0:10:00,ANTIOQUIA
64994,6402809,2026-05-31,0:15:00,CUNDINAMARCA
64997,6402804,2026-05-31,1:30:00,ANTIOQUIA
64998,6402815,2026-05-31,1:30:00,ANTIOQUIA
64999,6402808,2026-05-31,1:30:00,ANTIOQUIA
65007,6402827,2026-05-31,2:00:00,CUNDINAMARCA
